Container ID,Name,CPU %,Memory Usage,Memory %,Net I/O,Block I/O,PIDs
88df3cf2f98e,mysql,0.2,406MiB / 31.09GiB,1.28,8.79MB / 22.4MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.62MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.18,46.14MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,137.54,754MiB / 31.09GiB,2.37,129MB / 130MB,280MB / 1.23GB,54
1ec32aa56724,r_agent,0.61,140.2MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,23.06MiB / 31.09GiB,0.07,634kB / 881kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.32,21.59MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.24,20.92MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.28,21.84MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,24.04MiB / 31.09GiB,0.08,231kB / 396kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.5,23.04MiB / 31.09GiB,0.07,479MB / 470MB,0B / 0B,15
1d733de5658f,cn-agent,0.42,42.14MiB / 31.09GiB,0.13,25.1MB / 12.1MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.24,21.93MiB / 31.09GiB,0.07,663kB / 347kB,0B / 0B,7
88df3cf2f98e,mysql,0.36,406MiB / 31.09GiB,1.28,8.8MB / 22.4MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.65MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.77,46.16MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,2
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,155.88,754MiB / 31.09GiB,2.37,129MB / 131MB,280MB / 1.24GB,54
1ec32aa56724,r_agent,0.65,140.3MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.03,23.06MiB / 31.09GiB,0.07,635kB / 883kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.22,21.59MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.23,20.92MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.22,21.84MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.05,24.04MiB / 31.09GiB,0.08,231kB / 397kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.25,23.04MiB / 31.09GiB,0.07,480MB / 471MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.15MiB / 31.09GiB,0.13,25.1MB / 12.1MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.28,21.93MiB / 31.09GiB,0.07,665kB / 348kB,0B / 0B,7
88df3cf2f98e,mysql,0.22,406MiB / 31.09GiB,1.28,8.82MB / 22.5MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.65MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.19,46MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,157.92,754MiB / 31.09GiB,2.37,130MB / 131MB,280MB / 1.24GB,54
1ec32aa56724,r_agent,0.95,140.2MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.81MiB / 31.09GiB,0.07,636kB / 884kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.23,21.47MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.22,21MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.24,21.91MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,24.09MiB / 31.09GiB,0.08,231kB / 397kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.2,23.14MiB / 31.09GiB,0.07,481MB / 472MB,0B / 0B,15
1d733de5658f,cn-agent,0.29,42.27MiB / 31.09GiB,0.13,25.2MB / 12.1MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.28,21.95MiB / 31.09GiB,0.07,665kB / 348kB,0B / 0B,7
88df3cf2f98e,mysql,0.47,406MiB / 31.09GiB,1.28,8.83MB / 22.5MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.68MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.85,45.65MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,155.54,754MiB / 31.09GiB,2.37,130MB / 131MB,280MB / 1.24GB,54
1ec32aa56724,r_agent,1.63,140.3MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.75MiB / 31.09GiB,0.07,637kB / 886kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.31,21.48MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.25,21.04MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.21,21.93MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.8MiB / 31.09GiB,0.07,232kB / 398kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.19,23.22MiB / 31.09GiB,0.07,482MB / 473MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.16MiB / 31.09GiB,0.13,25.2MB / 12.1MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.33,21.96MiB / 31.09GiB,0.07,666kB / 348kB,0B / 0B,7
88df3cf2f98e,mysql,0.24,406MiB / 31.09GiB,1.28,8.85MB / 22.6MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.68MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.38,46.08MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,171.76,754MiB / 31.09GiB,2.37,130MB / 131MB,280MB / 1.24GB,54
1ec32aa56724,r_agent,1.72,140.2MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.61,23.01MiB / 31.09GiB,0.07,638kB / 887kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.22,21.5MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.25,21.07MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.24,21.74MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.8MiB / 31.09GiB,0.07,232kB / 399kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.23,23.1MiB / 31.09GiB,0.07,483MB / 474MB,0B / 0B,15
1d733de5658f,cn-agent,0.29,42.39MiB / 31.09GiB,0.13,25.2MB / 12.2MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.27,22MiB / 31.09GiB,0.07,668kB / 349kB,0B / 0B,7
88df3cf2f98e,mysql,0.47,406MiB / 31.09GiB,1.28,8.86MB / 22.6MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.68MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.91,45.71MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,170.93,754.1MiB / 31.09GiB,2.37,130MB / 131MB,280MB / 1.24GB,54
1ec32aa56724,r_agent,2.12,140.2MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.03,22.81MiB / 31.09GiB,0.07,639kB / 889kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.27,21.5MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.23,21.07MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.21,21.74MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.05,23.8MiB / 31.09GiB,0.07,233kB / 399kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.23,23.1MiB / 31.09GiB,0.07,484MB / 475MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.17MiB / 31.09GiB,0.13,25.3MB / 12.2MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.35,22MiB / 31.09GiB,0.07,669kB / 350kB,0B / 0B,7
88df3cf2f98e,mysql,0.23,405.9MiB / 31.09GiB,1.27,8.88MB / 22.6MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.68MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.22,46.14MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,162.04,754.1MiB / 31.09GiB,2.37,130MB / 132MB,280MB / 1.24GB,54
1ec32aa56724,r_agent,0.54,140.4MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.86MiB / 31.09GiB,0.07,640kB / 890kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.24,21.57MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.27,21.07MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.23,21.74MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.8MiB / 31.09GiB,0.07,233kB / 399kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.0,23.1MiB / 31.09GiB,0.07,485MB / 476MB,0B / 0B,15
1d733de5658f,cn-agent,0.28,42.29MiB / 31.09GiB,0.13,25.3MB / 12.2MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.31,22.03MiB / 31.09GiB,0.07,669kB / 350kB,0B / 0B,7
88df3cf2f98e,mysql,0.47,405.9MiB / 31.09GiB,1.27,8.89MB / 22.7MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.68MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.03,46.49MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,173.37,754MiB / 31.09GiB,2.37,131MB / 132MB,280MB / 1.24GB,54
1ec32aa56724,r_agent,1.18,140.1MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.91MiB / 31.09GiB,0.07,641kB / 892kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.32,21.62MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.29,21.04MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.25,21.78MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.81MiB / 31.09GiB,0.07,233kB / 400kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,1.18,23.13MiB / 31.09GiB,0.07,489MB / 480MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.3MiB / 31.09GiB,0.13,25.4MB / 12.2MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.37,22.05MiB / 31.09GiB,0.07,670kB / 351kB,0B / 0B,7
88df3cf2f98e,mysql,0.26,405.9MiB / 31.09GiB,1.27,8.9MB / 22.7MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.68MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.35,46.08MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,173.84,754MiB / 31.09GiB,2.37,131MB / 132MB,280MB / 1.25GB,54
1ec32aa56724,r_agent,0.72,140.3MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.97MiB / 31.09GiB,0.07,642kB / 893kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.32,21.68MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.25,21.11MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.27,21.72MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.82MiB / 31.09GiB,0.07,233kB / 401kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,1.19,23.04MiB / 31.09GiB,0.07,495MB / 485MB,0B / 0B,15
1d733de5658f,cn-agent,0.27,42.19MiB / 31.09GiB,0.13,25.4MB / 12.2MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.27,21.88MiB / 31.09GiB,0.07,672kB / 351kB,0B / 0B,7
88df3cf2f98e,mysql,0.45,405.9MiB / 31.09GiB,1.27,8.92MB / 22.7MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.7MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.63,46.24MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,3
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,148.41,753.9MiB / 31.09GiB,2.37,131MB / 132MB,280MB / 1.25GB,54
1ec32aa56724,r_agent,1.22,140.3MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.01,22.97MiB / 31.09GiB,0.07,643kB / 895kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.24,21.68MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.28,21.11MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.27,21.72MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.05,23.82MiB / 31.09GiB,0.07,234kB / 402kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.98,23.04MiB / 31.09GiB,0.07,500MB / 490MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.2MiB / 31.09GiB,0.13,25.4MB / 12.2MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.33,21.88MiB / 31.09GiB,0.07,673kB / 352kB,0B / 0B,7
88df3cf2f98e,mysql,0.25,405.9MiB / 31.09GiB,1.27,8.93MB / 22.8MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.7MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.29,46.16MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,171.5,753.9MiB / 31.09GiB,2.37,131MB / 132MB,280MB / 1.25GB,54
1ec32aa56724,r_agent,1.26,140.2MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.83MiB / 31.09GiB,0.07,644kB / 896kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.31,21.54MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.3,21.13MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.3,21.77MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.84MiB / 31.09GiB,0.07,234kB / 402kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.85,22.98MiB / 31.09GiB,0.07,505MB / 495MB,0B / 0B,15
1d733de5658f,cn-agent,0.32,42.2MiB / 31.09GiB,0.13,25.5MB / 12.3MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.36,21.79MiB / 31.09GiB,0.07,673kB / 352kB,0B / 0B,7
88df3cf2f98e,mysql,0.53,405.9MiB / 31.09GiB,1.27,8.95MB / 22.8MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.7MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.89,46.13MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,3
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,171.58,753.9MiB / 31.09GiB,2.37,131MB / 132MB,280MB / 1.25GB,54
1ec32aa56724,r_agent,1.05,140.2MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.93MiB / 31.09GiB,0.07,645kB / 898kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.34,21.5MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.3,20.74MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.31,21.79MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.01,23.84MiB / 31.09GiB,0.07,234kB / 403kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.92,23.02MiB / 31.09GiB,0.07,507MB / 498MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.33MiB / 31.09GiB,0.13,25.5MB / 12.3MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.37,21.57MiB / 31.09GiB,0.07,675kB / 353kB,0B / 0B,7
88df3cf2f98e,mysql,0.24,406MiB / 31.09GiB,1.28,8.96MB / 22.8MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.7MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.23,46.06MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,138.87,753.9MiB / 31.09GiB,2.37,132MB / 133MB,280MB / 1.26GB,54
1ec32aa56724,r_agent,1.13,140.1MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.95MiB / 31.09GiB,0.07,646kB / 899kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.31,21.55MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.34,20.75MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.3,21.81MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.85MiB / 31.09GiB,0.07,235kB / 404kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,1.88,23.09MiB / 31.09GiB,0.07,518MB / 508MB,0B / 0B,15
1d733de5658f,cn-agent,0.33,42.33MiB / 31.09GiB,0.13,25.6MB / 12.3MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.36,21.57MiB / 31.09GiB,0.07,676kB / 354kB,0B / 0B,7
88df3cf2f98e,mysql,0.54,406MiB / 31.09GiB,1.28,8.98MB / 22.9MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.7MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.79,46.46MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,162.68,754MiB / 31.09GiB,2.37,132MB / 133MB,280MB / 1.26GB,54
1ec32aa56724,r_agent,1.09,140.2MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.95MiB / 31.09GiB,0.07,647kB / 901kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.33,21.55MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.36,20.75MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.33,21.81MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.03,23.85MiB / 31.09GiB,0.07,235kB / 404kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,1.85,23.09MiB / 31.09GiB,0.07,529MB / 518MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.22MiB / 31.09GiB,0.13,25.6MB / 12.3MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.33,21.57MiB / 31.09GiB,0.07,677kB / 354kB,0B / 0B,7
88df3cf2f98e,mysql,0.22,406MiB / 31.09GiB,1.28,8.99MB / 22.9MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.7MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.28,46.07MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,160.6,754MiB / 31.09GiB,2.37,132MB / 133MB,280MB / 1.26GB,54
1ec32aa56724,r_agent,0.45,140.3MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,23.01MiB / 31.09GiB,0.07,647kB / 902kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.31,21.55MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.29,20.78MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.28,21.86MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.88MiB / 31.09GiB,0.08,235kB / 404kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,1.77,23.15MiB / 31.09GiB,0.07,539MB / 528MB,0B / 0B,15
1d733de5658f,cn-agent,0.45,42.35MiB / 31.09GiB,0.13,25.6MB / 12.3MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.32,21.59MiB / 31.09GiB,0.07,677kB / 354kB,0B / 0B,7
88df3cf2f98e,mysql,0.53,406MiB / 31.09GiB,1.28,9MB / 23MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.72MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.95,46.2MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,158.42,754.1MiB / 31.09GiB,2.37,132MB / 133MB,280MB / 1.26GB,54
1ec32aa56724,r_agent,0.49,140.2MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.92MiB / 31.09GiB,0.07,649kB / 904kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.35,21.6MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.35,20.84MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.25,21.89MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.01,23.91MiB / 31.09GiB,0.08,236kB / 405kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,1.52,23.28MiB / 31.09GiB,0.07,550MB / 538MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.1MiB / 31.09GiB,0.13,25.7MB / 12.4MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.32,21.61MiB / 31.09GiB,0.07,679kB / 355kB,0B / 0B,7
88df3cf2f98e,mysql,0.21,406MiB / 31.09GiB,1.28,9.02MB / 23MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.72MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.29,46.06MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,163.56,753.8MiB / 31.09GiB,2.37,132MB / 133MB,280MB / 1.26GB,54
1ec32aa56724,r_agent,0.74,140.2MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.96MiB / 31.09GiB,0.07,650kB / 905kB,1.15MB / 0B,11
